0.0125,3.0,1.0
0.0125,3.0,1.0
0.0125,3.0,1.0
0.0125,3.0,1.0
0.0125,3.0,1.0
0.0125,3.0,1.0
0.0125,3.0,1.0
0.0125,3.0,1.0
0.0125,3.0,1.0
0.0125,3.0,1.0
0.0125,3.0,3.0
0.0125,3.0,3.0
0.0125,3.0,3.0
0.0125,3.0,3.0
0.0125,3.0,3.0
0.0125,3.0,3.0
0.0125,3.0,3.0
0.0125,3.0,3.0
0.0125,3.0,3.0
0.0125,3.0,3.0
0.0125,3.0,6.0
0.0125,3.0,6.0
0.0125,3.0,6.0
0.0125,3.0,6.0
0.0125,3.0,6.0
0.0125,3.0,6.0
0.0125,3.0,6.0
0.0125,3.0,6.0
0.0125,3.0,6.0
0.0125,3.0,6.0
0.0125,4.0,1.0
0.0125,4.0,1.0
0.0125,4.0,1.0
0.0125,4.0,1.0
0.0125,4.0,1.0
0.0125,4.0,1.0
0.0125,4.0,1.0
0.0125,4.0,1.0
0.0125,4.0,1.0
0.0125,4.0,1.0
0.0125,4.0,3.0
0.0125,4.0,3.0
0.0125,4.0,3.0
0.0125,4.0,3.0
0.0125,4.0,3.0
0.0125,4.0,3.0
0.0125,4.0,3.0
0.0125,4.0,3.0
0.0125,4.0,3.0
0.0125,4.0,3.0
0.0125,4.0,6.0
0.0125,4.0,6.0
0.0125,4.0,6.0
0.0125,4.0,6.0
0.0125,4.0,6.0
0.0125,4.0,6.0
0.0125,4.0,6.0
0.0125,4.0,6.0
0.0125,4.0,6.0
0.0125,4.0,6.0
0.0125,5.0,1.0
0.0125,5.0,1.0
0.0125,5.0,1.0
0.0125,5.0,1.0
0.0125,5.0,1.0
0.0125,5.0,1.0
0.0125,5.0,1.0
0.0125,5.0,1.0
0.0125,5.0,1.0
0.0125,5.0,1.0
0.0125,5.0,3.0
0.0125,5.0,3.0
0.0125,5.0,3.0
0.0125,5.0,3.0
0.0125,5.0,3.0
0.0125,5.0,3.0
0.0125,5.0,3.0
0.0125,5.0,3.0
0.0125,5.0,3.0
0.0125,5.0,3.0
0.0125,5.0,6.0
0.0125,5.0,6.0
0.0125,5.0,6.0
0.0125,5.0,6.0
0.0125,5.0,6.0
0.0125,5.0,6.0
0.0125,5.0,6.0
0.0125,5.0,6.0
0.0125,5.0,6.0
0.0125,5.0,6.0
0.0125,6.0,1.0
0.0125,6.0,1.0
0.0125,6.0,1.0
0.0125,6.0,1.0
0.0125,6.0,1.0
0.0125,6.0,1.0
0.0125,6.0,1.0
0.0125,6.0,1.0
0.0125,6.0,1.0
0.0125,6.0,1.0
0.0125,6.0,3.0
0.0125,6.0,3.0
0.0125,6.0,3.0
0.0125,6.0,3.0
0.0125,6.0,3.0
0.0125,6.0,3.0
0.0125,6.0,3.0
0.0125,6.0,3.0
0.0125,6.0,3.0
0.0125,6.0,3.0
0.0125,6.0,6.0
0.0125,6.0,6.0
0.0125,6.0,6.0
0.0125,6.0,6.0
0.0125,6.0,6.0
0.0125,6.0,6.0
0.0125,6.0,6.0
0.0125,6.0,6.0
0.0125,6.0,6.0
0.0125,6.0,6.0
0.0125,7.0,1.0
0.0125,7.0,1.0
0.0125,7.0,1.0
0.0125,7.0,1.0
0.0125,7.0,1.0
0.0125,7.0,1.0
0.0125,7.0,1.0
0.0125,7.0,1.0
0.0125,7.0,1.0
0.0125,7.0,1.0
0.0125,7.0,3.0
0.0125,7.0,3.0
0.0125,7.0,3.0
0.0125,7.0,3.0
0.0125,7.0,3.0
0.0125,7.0,3.0
0.0125,7.0,3.0
0.0125,7.0,3.0
0.0125,7.0,3.0
0.0125,7.0,3.0
0.0125,7.0,6.0
0.0125,7.0,6.0
0.0125,7.0,6.0
0.0125,7.0,6.0
0.0125,7.0,6.0
0.0125,7.0,6.0
0.0125,7.0,6.0
0.0125,7.0,6.0
0.0125,7.0,6.0
0.0125,7.0,6.0
0.0125,8.0,1.0
0.0125,8.0,1.0
0.0125,8.0,1.0
0.0125,8.0,1.0
0.0125,8.0,1.0
0.0125,8.0,1.0
0.0125,8.0,1.0
0.0125,8.0,1.0
0.0125,8.0,1.0
0.0125,8.0,1.0
0.0125,8.0,3.0
0.0125,8.0,3.0
0.0125,8.0,3.0
0.0125,8.0,3.0
0.0125,8.0,3.0
0.0125,8.0,3.0
0.0125,8.0,3.0
0.0125,8.0,3.0
0.0125,8.0,3.0
0.0125,8.0,3.0
0.0125,8.0,6.0
0.0125,8.0,6.0
0.0125,8.0,6.0
0.0125,8.0,6.0
0.0125,8.0,6.0
0.0125,8.0,6.0
0.0125,8.0,6.0
0.0125,8.0,6.0
0.0125,8.0,6.0
0.0125,8.0,6.0
0.0125,9.0,1.0
0.0125,9.0,1.0
0.0125,9.0,1.0
0.0125,9.0,1.0
0.0125,9.0,1.0
0.0125,9.0,1.0
0.0125,9.0,1.0
0.0125,9.0,1.0
0.0125,9.0,1.0
0.0125,9.0,1.0
0.0125,9.0,3.0
0.0125,9.0,3.0
0.0125,9.0,3.0
0.0125,9.0,3.0
0.0125,9.0,3.0
0.0125,9.0,3.0
0.0125,9.0,3.0
0.0125,9.0,3.0
0.0125,9.0,3.0
0.0125,9.0,3.0
0.0125,9.0,6.0
0.0125,9.0,6.0
0.0125,9.0,6.0
0.0125,9.0,6.0
0.0125,9.0,6.0
0.0125,9.0,6.0
0.0125,9.0,6.0
0.0125,9.0,6.0
0.0125,9.0,6.0
0.0125,9.0,6.0
0.025,3.0,1.0
0.025,3.0,1.0
0.025,3.0,1.0
0.025,3.0,1.0
0.025,3.0,1.0
0.025,3.0,1.0
0.025,3.0,1.0
0.025,3.0,1.0
0.025,3.0,1.0
0.025,3.0,1.0
0.025,3.0,3.0
0.025,3.0,3.0
0.025,3.0,3.0
0.025,3.0,3.0
0.025,3.0,3.0
